
4,468103222442302
7,852587687878819
7,8924237044271255
6,826002229586194
8,458814591364671
9,861183227299941
6,7065773807089295
9,854777828309857
7,628382747323002
6,638375793711892
5,166822832830723
8,192536034367498
1,906533467192089
8,225534856015445
6,9492018216004885
3,805420038269488
5,091784446479339
2,183291675641823
7,02930425009078
12,097477811859548
4,721603843388245
0,7916789230452039
4,862369984457198
9,258236800307
8,14751068224816
4,033100276357318
6,595065978175799
7,327816679649548
10,100108051812702
3,3455685047348824
12,588881411290208
5,572443823047511
1,1511866667860273
7,46119936291462
2,835542976157245
6,800256369649136
7,4972123974234
4,121829525118839
7,543973442807775
5,338790270321224
4,466661003209863
9,251329660125544
2,49553241828122
2,8496989163505644
6,1941269220312485
6,294310727412851
10,018553693639298
4,417933185978438
3,84479366622364
3,4279065324996143
1,7677139670332433
6,472566364288965
3,33215184255078
5,238996790067773
5,02768191190345
9,998791137021948
5,704757327758336
-0,39856372945497043
8,65355826256205
5,149222892923251
9,435780082033576
4,909077459121345
7,940761614168048
7,071229106869994
6,6267023596540655
1,3362983455244866
8,014740215824679
9,075705993519179
11,41027856150258
5,370214378692435
6,618019961532632
2,4598867709618677
3,3686700134786136
7,677711332568845
4,727673843974841
4,272796263923542
9,81348669510907
12,558522985763899
5,830941554816198
6,251417902487872
3,409280884554508
8,59687345332193
7,44467280024258
7,797042330479878
10,601571155883871
3,286225073249674
7,266815960965497
6,05988151888876
6,308126079290282
9,430142768044842
10,375442758677593
9,044862706829939
3,5783463294517714
5,5590683216004795
-0,34270995783371205
4,141501194860462
4,978435605420282
8,410429697852413
2,881365449707077
8,73861409171116
7,915541991070995
7,646106838375086
9,550192789384626
4,7781991738387175
5,708930965810846
4,609448364783271
2,232322841420441
1,6052002436401729
5,566765668628609
5,009971543829052
8,761505804867992
5,804691632913917
5,8520966683951
3,082779560027142
7,1692882167630465
6,387960230091377
5,500011344658281
4,112830598111211
3,4748717465706997
8,787418425809427
5,7590319069817815
8,019580192756099
8,50741807761968
4,848135394556908
8,134199643969328
6,4103694587005435
1,491557290365714
7,981198903351903
6,40697267148906
5,024165073487591
9,164152860596452
7,507962107093379
4,153051575933123
-2,4631276707397642
4,172993454036506
6,511614506413393
5,574237651769114
4,527869212152321
7,173847607713493
8,161875101694442
6,000444341470137
11,815457233330754
5,7896730257137055
4,874038386276651
2,9686751449154416
6,553451312668114
5,867125923286603
8,87581044025768
4,7820367978706315
7,668270387706315
3,2557954450284314
8,343246169495645
5,945888752829359
2,92495393585427
2,6035937421934214
4,9673040478808295
1,5653376353872677
8,127693107031423
13,849972832475617
11,075457672577677
11,146773246153398
7,314878979897963
3,553630261291864
2,621425342767025
3,487164089874611
3,464832317284726
10,411307998555635
2,393634860164978
6,840604489159119
-0,13035687299933496
8,998312306316464
5,630439088969819
7,032557087855637
6,400753628879847
13,750150494353417
9,09458144814627
8,06606443564504
0,06997690950687918
6,04403629611252
4,580486609452981
4,560228394171164
8,417845473944702
3,7940497705532454
5,412514882215549
6,9875323606698965
2,8471243279358327
8,019086033953899
4,818099666976395
8,669846641154466
6,318309043052403
4,854424481146056
6,43069891278433
-3,666891796369189
6,3360007598108625
9,703147274132153
6,9400940189379385
4,616092824507833
5,835785376070244
4,74446390716764
8,593038343709845
2,750924428356383
5,407111457945326
6,703655363543955
6,286731499458298
3,6310884496614806
8,300659850550995
5,314598162178577
7,282235415867519
8,027470270735794
11,438078194535239
2,042990597530123
7,809134006116946
3,8267743424795055
9,039580298007653
10,447304791078325
2,4580614348955123
12,861343335124381
7,002613384085764
9,490215104840033
6,558153883627201
4,67360914018832
2,5761737088684042
7,36093889452414
8,398399586300112
0,42903853355956745
2,7794769517103157
7,8193617681120555
3,7303966198076344
6,097941668289365
1,6407119907819165
3,0533895774492987
9,1326194163465
8,30514720769657
7,597003233007214
9,40402047082704
9,224056881091611
6,683783668593959
8,762920742845248
5,554697992556468
6,554858996443639
5,746314308551683
4,791220880645291
6,134434961906886
7,4530694719626025
10,662199540930946
5,5078022851987845
3,904603208024262
5,468359225228235
5,227533972998407
8,544083607729569
4,710468494090484
1,2384467994022765
4,168846828754501
5,827712424021543
3,8887549774778227
7,804076910558097
12,095568536857124
5,838168402549463
1,131641596308354
8,30487719019061
5,26727508456194
4,3328782683889555
2,9333919010236364
5,593028220658393
7,2455801037720295
0,8794567469099839
4,687868591945153
8,312332788251227
4,454983584467807
8,605396932903048
3,283970640434518
5,08911705385502
5,415001881940582
7,103069207572158
5,857977921917653
3,9457763663651657
7,230487144881173
5,544303305204691
